station name: SAUK CITY WWTP,,,,,,,,,,
station identifier: 477576,,,,,,,,,,
key: T=trace | M=missing | blank=unknown,,,,,,,,,,
,maximum,minimum,precipitation,snowfall,snow depth,time of,time of,time of,time of,time of
,temperature,temperature,,,,observation,observation,observation,observation,observation
Date,max_temp,min_temp,precipitation,snowfall,snow_depth,maxt,mint,pcpn,snow,snwd
date,(degrees F),(degrees F),(inches),(inches),(inches),(hour),(hour),(hour),(hour),(hour)
11/3/12,45,23,0,0,0,8,8,8,0,8
11/4/12,45,28,0,0,0,8,8,8,0,8
11/5/12,48,19,0,0,0,8,8,8,0,8
11/6/12,44,19,0,0,0,8,8,8,0,8
11/7/12,37,32,0.18,0,0,8,8,8,0,8
11/8/12,40,30,0,0,0,8,8,8,0,8
11/9/12,50,31,0,0,0,8,8,8,0,8
11/10/12,67,33,0.02,0,0,8,8,8,0,8
11/11/12,67,59,0.06,0,0,8,8,8,0,8
11/12/12,61,24,0.65,0,0,8,8,8,0,8
11/13/12,28,19,T,T,0,8,8,8,0,8
11/14/12,40,19,0,0,0,8,8,8,0,8
11/15/12,49,28,0,0,0,8,8,8,0,8
11/16/12,54,23,0,0,0,8,8,8,0,8
11/17/12,48,21,0,0,0,8,8,8,0,8
11/18/12,53,23,0,0,0,8,8,8,0,8
11/19/12,59,30,0,0,0,8,8,8,0,8
11/20/12,53,39,0.08,0,0,8,8,8,0,8
11/21/12,56,32,0,0,0,8,8,8,0,8
11/22/12,58,31,0,0,0,8,8,8,0,8
11/23/12,62,26,0,0,0,8,8,8,0,8
11/24/12,30,21,0,0,0,8,8,8,0,8
11/25/12,36,16,0,0,0,8,8,8,0,8
11/26/12,38,18,0,0,0,8,8,8,0,8
11/27/12,30,7,0,0,0,8,8,8,0,8
11/28/12,31,9,0,0,0,8,8,8,0,8
11/29/12,41,14,0,0,0,8,8,8,0,8
11/30/12,51,23,0,0,0,8,8,8,0,8
12/1/12,40,36,0,0,0,8,8,8,0,8
12/2/12,52,36,0.05,0,0,8,8,8,0,8
12/3/12,54,41,0,0,0,8,8,8,0,8
12/4/12,64,40,0,0,0,8,8,8,0,8
12/5/12,54,19,0,0,0,8,8,8,0,8
12/6/12,36,18,0.05,0,0,8,8,8,0,8
12/7/12,44,32,0,0,0,8,8,8,0,8
12/8/12,40,25,0,0,0,8,8,8,0,8
12/9/12,39,31,0.12,1,1,8,8,8,0,8
12/10/12,33,29,0.18,1,1,8,8,8,0,8
12/11/12,29,17,0,0,1,8,8,8,0,8
12/12/12,29,16,0,0,1,8,8,8,0,8
12/13/12,42,20,0,0,0,8,8,8,0,8
12/14/12,43,21,0,0,0,8,8,8,0,8
12/15/12,46,20,0.1,0,0,8,8,8,0,8
12/16/12,43,30,0.42,0,0,8,8,8,0,8
12/17/12,40,27,0,0,0,8,8,8,0,8
12/18/12,29,25,0,0,0,8,8,8,0,8
12/19/12,30,23,0.16,2,1,8,8,8,0,8
12/20/12,29,15,S,M,1,8,8,0,,8
12/21/12,25,18,M,M,M,8,8,0,,
12/22/12,29,18,M,M,M,8,8,0,,
12/23/12,33,-7,1.05A,12,12,8,8,0,0,8
12/24/12,22,6,0,0,12,8,8,8,0,8
12/25/12,23,5,0,0,11,8,8,8,0,8
12/26/12,20,0,T,T,11,8,8,8,0,8
12/27/12,26,8,T,T,11,8,8,8,0,8
12/28/12,25,17,0.06,0.5,11,8,8,8,0,8
12/29/12,26,20,0.1,2,12,8,8,8,0,8
12/30/12,29,9,0.01,1,7,8,8,8,0,8
12/31/12,32,3,0,0,M,8,8,8,0,
1/1/13,32,3,0,0,10,8,8,8,0,8
1/2/13,15,-6,0,0,10,8,8,8,0,8
1/3/13,22,9,T,T,9,8,8,8,0,8
1/4/13,25,4,0,0,9,8,8,8,0,8
1/5/13,30,0,0,0,9,8,8,8,0,8
1/6/13,35,20,0,0,9,8,8,8,0,8
1/7/13,27,2,0,0,9,8,8,8,0,8
1/8/13,36,5,0,0,8,8,8,8,0,8
1/9/13,39,6,0,0,7,8,8,8,0,8
1/10/13,38,8,0,0,6,8,8,8,0,8
1/11/13,40,8,0.4,0,5,8,8,8,0,8
1/12/13,49,32,0,0,0,8,8,8,0,8
1/13/13,37,13,0,0,0,8,8,8,0,8
1/14/13,37,6,0,0,0,8,8,8,0,8
1/15/13,24,6,0,0,0,8,8,8,0,8
1/16/13,30,9,0,0,0,8,8,8,0,8
1/17/13,33,12,0,0,0,8,8,8,0,8
1/18/13,27,10,0,0,0,8,8,8,0,8
1/19/13,44,19,0,0,0,8,8,8,0,8
1/20/13,46,6,0,0,0,8,8,8,0,8
1/21/13,M,M,0,0,0,,,8,0,8
1/22/13,M,M,0,0,0,,,8,0,8
1/23/13,M,M,0,0,0,,,8,0,8
1/24/13,M,M,0,0,0,,,8,0,8
1/25/13,M,M,0,0,0,,,8,0,8
1/26/13,M,M,0.04,T,0,,,8,0,8
1/27/13,M,M,0,0,0,,,8,0,8
1/28/13,M,M,0.2,1,0,,,8,0,8
1/29/13,M,M,0.82,0,0,,,8,0,8
1/30/13,M,M,0,0,0,,,8,0,8
1/31/13,M,M,0.75,5,5,,,8,0,8
2/1/13,M,M,0,0,5,,,8,0,8
2/2/13,M,M,0.1,3,8,,,8,0,8
2/3/13,M,M,0.02,0.8,8,,,8,0,8
2/4/13,M,M,0.1,2,7,,,8,0,8
2/5/13,M,M,T,T,7,,,8,0,8
2/6/13,M,M,0.05,1.5,7,,,8,0,8
2/7/13,M,M,0,0,6,,,8,0,8
2/8/13,M,M,0.35,2.5,8,,,8,0,8
2/9/13,M,M,0,0,7,,,8,0,8
2/10/13,M,M,0,0,7,,,8,0,8
2/11/13,M,M,0.3,0,3,,,8,0,8
2/12/13,M,M,0,0,3,,,8,0,8
2/13/13,M,M,0,0,3,,,8,0,8
2/14/13,M,M,0.03,0,3,,,8,0,8
2/15/13,M,M,T,T,2,,,8,0,8
2/16/13,M,M,0,0,2,,,8,0,8
2/17/13,M,M,0,0,2,,,8,0,8
2/18/13,M,M,0,0,2,,,8,0,8
2/19/13,M,M,0.06,T,1,,,8,0,8
2/20/13,M,M,0,0,1,,,8,0,8
2/21/13,M,M,0,0,1,,,8,0,8
2/22/13,M,M,0.11,3,4,,,8,0,8
2/23/13,M,M,0,0,4,,,8,0,8
2/24/13,M,M,0,0,4,,,8,0,8
2/25/13,M,M,0,0,2,,,8,0,8
2/26/13,M,M,0,0,1,,,8,0,8
2/27/13,M,M,0.2,4,5,,,8,0,8
2/28/13,M,M,0.11,2,7,,,8,0,8
3/1/13,M,M,T,T,7,,,8,0,8
3/2/13,M,M,0,0,7,,,8,0,8
3/3/13,M,M,0,0,6,,,8,0,8
3/4/13,M,M,0,0,5,,,8,0,8
3/5/13,M,M,T,T,5,,,8,0,8
3/6/13,M,M,0.36,7,12,,,8,0,8
3/7/13,M,M,0,0,10,,,8,0,8
3/8/13,M,M,0,0,9,,,8,0,8
3/9/13,M,M,0,0,8,,,8,0,8
3/10/13,M,M,0,0,7,,,8,0,8
3/11/13,M,M,1.37,0,2,,,8,0,8
3/12/13,M,M,T,T,3,,,8,0,8
3/13/13,M,M,0.02,T,3,,,8,0,8
3/14/13,M,M,0,0,2,,,8,0,8
3/15/13,M,M,0,0,2,,,8,0,8
3/16/13,M,M,0.14,T,1,,,8,0,8
3/17/13,M,M,0,0,1,,,8,0,8
3/18/13,M,M,0,0,1,,,8,0,8
3/19/13,M,M,0.16,3,4,,,8,0,8
3/20/13,M,M,0,0,4,,,8,0,8
3/21/13,M,M,0,0,3,,,8,0,8
3/22/13,M,M,0,0,2,,,8,0,8
3/23/13,M,M,0,0,2,,,8,0,8
3/24/13,M,M,0,0,1,,,8,0,8
3/25/13,M,M,0.03,T,1,,,8,0,8
3/26/13,M,M,0,0,1,,,8,0,8
3/27/13,M,M,0,0,0,,,8,0,8
3/28/13,M,M,0,0,0,,,8,0,8
3/29/13,M,M,0,0,0,,,8,0,8
3/30/13,M,M,0,0,0,,,8,0,8
3/31/13,M,M,0,0,0,,,8,0,8
4/1/13,M,M,0,0,0,,,8,0,8
4/2/13,M,M,0,0,0,,,8,0,8
4/3/13,M,M,0,0,0,,,8,0,8
4/4/13,M,M,0,0,0,,,8,0,8
4/5/13,M,M,0,0,0,,,8,0,8
4/6/13,M,M,0,0,0,,,8,0,8
4/7/13,M,M,0.05,0,0,,,8,0,8
4/8/13,M,M,0,0,0,,,8,0,8
4/9/13,M,M,0.47,0,0,,,8,0,8
4/10/13,M,M,1.8,T,T,,,8,0,8
4/11/13,M,M,0.43,0,0,,,8,0,8
4/12/13,M,M,0.28,0,0,,,8,0,8
4/13/13,M,M,0.02,0,0,,,8,0,8
4/14/13,M,M,0.12,0,0,,,8,0,8
4/15/13,M,M,0.3,0,0,,,8,0,8
4/16/13,M,M,0.25,0,0,,,8,0,8
4/17/13,M,M,0,0,0,,,8,0,8
4/18/13,M,M,1.6,0,0,,,8,0,8
4/19/13,M,M,0.15,0,0,,,8,0,8
4/20/13,M,M,0,0,0,,,8,0,8
4/21/13,M,M,0,0,0,,,8,0,8
4/22/13,M,M,0.02,0,0,,,8,0,8
4/23/13,M,M,T,0,0,,,8,0,8
4/24/13,M,M,0,0,0,,,8,0,8
4/25/13,M,M,0.04,0,0,,,8,0,8
4/26/13,M,M,0,0,0,,,8,0,8
4/27/13,M,M,0.02,0,0,,,8,0,8
4/28/13,M,M,0,0,0,,,8,0,8
4/29/13,M,M,0,0,0,,,8,0,8
4/30/13,M,M,0.33,0,0,,,8,0,8
5/1/13,M,M,0,0,0,,,8,0,8
5/2/13,M,M,0,0,0,,,8,0,8
5/3/13,M,M,0.28,0,0,,,8,0,8
5/4/13,M,M,0.48,0,0,,,8,0,8
5/5/13,M,M,0,0,0,,,8,0,8
5/6/13,M,M,0,0,0,,,8,0,8
5/7/13,M,M,0,0,0,,,8,0,8
5/8/13,M,M,0,M,M,,,8,,
5/9/13,M,M,0,M,M,,,8,,
5/10/13,M,M,1.7,M,M,,,8,,
5/11/13,M,M,0.02,M,M,,,8,,
5/12/13,M,M,0.01,M,M,,,8,,
5/13/13,M,M,0,M,M,,,8,,
5/14/13,M,M,0,M,M,,,8,,
5/15/13,M,M,0.03,M,M,,,8,,
5/16/13,M,M,0,M,M,,,8,,
5/17/13,M,M,0.1,M,M,,,8,,
5/18/13,M,M,1.4,M,M,,,8,,
5/19/13,M,M,0,M,M,,,8,,
5/20/13,M,M,0.25,M,M,,,8,,
5/21/13,M,M,0,M,M,,,8,,
5/22/13,M,M,0,M,M,,,8,,
5/23/13,M,M,0.21,M,M,,,8,,
5/24/13,M,M,0,M,M,,,8,,
5/25/13,M,M,0.05,M,M,,,8,,
5/26/13,M,M,0.01,M,M,,,8,,
5/27/13,M,M,0.02,M,M,,,8,,
5/28/13,M,M,0.38,M,M,,,8,,
5/29/13,M,M,0.06,M,M,,,8,,
5/30/13,M,M,0.12,M,M,,,8,,
5/31/13,M,M,0.4,M,M,,,8,,
6/1/13,M,M,0,M,M,,,8,,
6/2/13,M,M,0,M,M,,,8,,
6/3/13,M,M,0,M,M,,,8,,
6/4/13,M,M,0,M,M,,,8,,
6/5/13,M,M,0.21,M,M,,,8,,
6/6/13,M,M,0.22,M,M,,,8,,
6/7/13,M,M,0,M,M,,,8,,
6/8/13,M,M,0.01,M,M,,,8,,
6/9/13,M,M,0,M,M,,,8,,
6/10/13,M,M,0.32,M,M,,,8,,
6/11/13,M,M,0,M,M,,,8,,
6/12/13,M,M,0.03,M,M,,,8,,
6/13/13,M,M,0.55,M,M,,,8,,
6/14/13,M,M,0,M,M,,,8,,
6/15/13,M,M,0.22,M,M,,,8,,
6/16/13,M,M,0.2,M,M,,,8,,
6/17/13,M,M,0,M,M,,,8,,
6/18/13,M,M,0,M,M,,,8,,
6/19/13,M,M,0,M,M,,,8,,
6/20/13,M,M,0,M,M,,,8,,
6/21/13,M,M,0.76,M,M,,,8,,
6/22/13,M,M,0.91,M,M,,,8,,
6/23/13,M,M,1.93,M,M,,,8,,
6/24/13,M,M,0.03,M,M,,,8,,
6/25/13,M,M,1.05,M,M,,,8,,
6/26/13,M,M,2.78,M,M,,,8,,
6/27/13,M,M,0.17,M,M,,,8,,
6/28/13,M,M,0,M,M,,,8,,
6/29/13,M,M,0.57,M,M,,,8,,
6/30/13,M,M,0.04,M,M,,,8,,
7/1/13,M,M,0,M,M,,,8,,
7/2/13,M,M,0,M,M,,,8,,
7/3/13,M,M,0,M,M,,,8,,
7/4/13,M,M,0,M,M,,,8,,
7/5/13,M,M,0,M,M,,,8,,
7/6/13,M,M,0,M,M,,,8,,
7/7/13,M,M,0,M,M,,,8,,
7/8/13,M,M,0.14,M,M,,,8,,
7/9/13,M,M,0,M,M,,,8,,
7/10/13,M,M,0.37,M,M,,,8,,
7/11/13,M,M,0,M,M,,,8,,
7/12/13,M,M,0,M,M,,,8,,
7/13/13,M,M,0,M,M,,,8,,
7/14/13,M,M,0,M,M,,,8,,
7/15/13,M,M,0,M,M,,,8,,
7/16/13,M,M,0,M,M,,,8,,
7/17/13,M,M,0,M,M,,,8,,
7/18/13,M,M,0,M,M,,,8,,
7/19/13,M,M,0,M,M,,,8,,
7/20/13,M,M,0,M,M,,,8,,
7/21/13,M,M,0,M,M,,,8,,
7/22/13,M,M,0.57,M,M,,,8,,
7/23/13,M,M,0.32,M,M,,,8,,
7/24/13,M,M,0,M,M,,,8,,
7/25/13,M,M,0,M,M,,,8,,
7/26/13,M,M,0.18,M,M,,,8,,
7/27/13,M,M,0.04,M,M,,,8,,
7/28/13,M,M,0.06,M,M,,,8,,
7/29/13,M,M,0,M,M,,,8,,
7/30/13,M,M,0,M,M,,,8,,
7/31/13,M,M,0,M,M,,,8,,
8/1/13,M,M,0,M,M,,,8,,
8/2/13,M,M,0.02,M,M,,,8,,
8/3/13,M,M,0,M,M,,,8,,
8/4/13,M,M,0,M,M,,,8,,
8/5/13,M,M,0,M,M,,,8,,
8/6/13,M,M,0.22,M,M,,,8,,
8/7/13,M,M,0,M,M,,,8,,
8/8/13,M,M,0,M,M,,,8,,
8/9/13,M,M,0,M,M,,,8,,
8/10/13,M,M,0,M,M,,,8,,
8/11/13,M,M,0,M,M,,,8,,
8/12/13,M,M,0.22,M,M,,,8,,
8/13/13,M,M,0,M,M,,,8,,
8/14/13,M,M,0,M,M,,,8,,
8/15/13,M,M,0,M,M,,,8,,
8/16/13,M,M,0,M,M,,,8,,
8/17/13,M,M,0.02,M,M,,,8,,
8/18/13,M,M,0,M,M,,,8,,
8/19/13,M,M,0,M,M,,,8,,
8/20/13,M,M,0,M,M,,,8,,
8/21/13,M,M,0,M,M,,,8,,
8/22/13,M,M,0.01,M,M,,,8,,
8/23/13,80,57,1.21,M,M,8,8,8,,
8/24/13,83,55,0,M,M,8,8,8,,
8/25/13,87,57,0,M,M,8,8,8,,
8/26/13,89,60,0,M,M,8,8,8,,
8/27/13,91,71,0,M,M,8,8,8,,
8/28/13,93,71,0,M,M,8,8,8,,
8/29/13,85,62,0,M,M,8,8,8,,
8/30/13,87,63,0,M,M,8,8,8,,
8/31/13,92,67,0,M,M,8,8,8,,
9/1/13,85,63,T,M,M,8,8,8,,
9/2/13,74,62,0,M,M,8,8,8,,
9/3/13,73,45,0,M,M,8,8,8,,
9/4/13,76,48,0,M,M,8,8,8,,
9/5/13,84,50,0,M,M,8,8,8,,
9/6/13,78,53,0,M,M,8,8,8,,
9/7/13,88,55,0,M,M,8,8,8,,
9/8/13,90,67,0,M,M,8,8,8,,
9/9/13,74,63,0,M,M,8,8,8,,
9/10/13,90,65,0,M,M,8,8,8,,
9/11/13,94,66,0.25,M,M,8,8,8,,
9/12/13,82,58,0.07,M,M,8,8,8,,
9/13/13,75,43,0,M,M,8,8,8,,
9/14/13,67,39,0,M,M,8,8,8,,
9/15/13,73,54,0.47,M,M,8,8,8,,
9/16/13,63,43,0.12,M,M,8,8,8,,
9/17/13,65,40,0.01,M,M,8,8,8,,
9/18/13,74,54,0,M,M,8,8,8,,
9/19/13,78,70,0.1,M,M,8,8,8,,
9/20/13,87,66,1.68,M,M,8,8,8,,
9/21/13,67,47,0,M,M,8,8,8,,
9/22/13,61,38,0,M,M,8,8,8,,
9/23/13,66,42,0,M,M,8,8,8,,
9/24/13,69,42,0,M,M,8,8,8,,
9/25/13,74,43,0,M,M,8,8,8,,
9/26/13,72,42,0,M,M,8,8,8,,
9/27/13,77,44,0,M,M,8,8,8,,
9/28/13,81,46,0,M,M,8,8,8,,
9/29/13,80,47,0.27,M,M,8,8,8,,
9/30/13,71,41,0,M,M,8,8,8,,
10/1/13,73,42,0,M,M,8,8,8,,
10/2/13,79,48,0,M,M,8,8,8,,
10/3/13,77,47,0,0,0,8,8,8,6,6
10/4/13,76,55,0.14,M,M,8,8,8,,
10/5/13,69,61,0.2,0,0,8,8,8,5,5
10/6/13,74,51,0,M,M,8,8,8,,
10/7/13,M,43,0.08,M,M,8,8,8,,
10/8/13,69,37,0,M,M,8,8,8,,
10/9/13,76,37,0,M,M,8,8,8,,
10/10/13,74,38,0,M,M,8,8,8,,
10/11/13,74,40,0,M,M,8,8,8,,
10/12/13,75,52,0.04,0,0,8,8,8,0,8
10/13/13,69,35,0,0,0,8,8,8,0,8
10/14/13,62,31,0,M,M,8,8,8,,
10/15/13,62,32,0.11,M,M,8,8,8,,
10/16/13,60,48,0.31,M,M,8,8,8,,
10/17/13,52,44,0.04,M,M,8,8,8,,
10/18/13,57,35,0,M,M,8,8,8,,
10/19/13,47,30,0,M,M,8,8,8,,
10/20/13,53,30,0,M,M,8,8,8,,
10/21/13,46,28,0.1,0,0,8,8,8,0,8
10/22/13,39,23,0,M,M,8,8,8,,
10/23/13,47,23,0,M,M,8,8,8,,
10/24/13,42,23,0,M,M,8,8,8,,
10/25/13,44,25,0,M,M,8,8,8,,
10/26/13,52,31,0.04,0,0,8,8,8,0,8
10/27/13,53,24,0,0,0,8,8,8,0,8
10/28/13,55,30,0,M,M,8,8,8,,
10/29/13,43,37,0,M,M,8,8,8,,
10/30/13,53,37,0,M,M,8,8,8,,
10/31/13,60,46,0.4,M,M,8,8,8,,
11/1/13,59,41,0.34,0,0,8,8,8,0,8
11/2/13,46,31,0.05,0,0,8,8,8,0,8
11/3/13,50,37,0,0,0,8,8,8,0,8
11/4/13,51,25,0.03,0,0,8,8,8,0,8
11/5/13,52,46,0.01,0,0,8,8,8,0,8
11/6/13,55,38,0.94,0,0,8,8,8,0,8
11/7/13,45,27,0,0,0,8,8,8,0,8
11/8/13,41,21,0,0,0,8,8,8,0,8
11/9/13,48,30,0.01,0,0,8,8,8,0,8
11/10/13,52,35,0,0,0,8,8,8,0,8
11/11/13,49,35,0.05,T,0,8,8,8,0,8
11/12/13,35,15,0.03,T,0,8,8,8,0,8
11/13/13,30,15,0,0,0,8,8,8,0,8
11/14/13,42,18,0,0,0,8,8,8,0,8
11/15/13,48,25,0,0,0,8,8,8,0,8
11/16/13,56,25,0,0,0,8,8,8,0,8
11/17/13,55,36,0,0,0,8,8,8,0,8
11/18/13,58,33,0.88,0,0,8,8,8,0,8
11/19/13,39,18,0,0,0,8,8,8,0,8
11/20/13,42,18,0,0,0,8,8,8,0,8
11/21/13,41,34,0.12,0,0,8,8,8,0,8
11/22/13,41,28,0.16,T,T,8,8,8,0,8
11/23/13,36,13,0,0,0,8,8,8,0,8
11/24/13,21,6,0,0,0,8,8,8,0,8
11/25/13,27,16,T,T,T,8,8,8,0,8
11/26/13,31,23,0.02,1,1,8,8,8,0,8
11/27/13,31,9,0,0,0,8,8,8,0,8
11/28/13,28,10,0,0,0,8,8,8,0,8
11/29/13,31,8,0,0,0,8,8,8,0,8
11/30/13,32,7,0,0,0,8,8,8,0,8
12/1/13,36,16,0,0,0,8,8,8,0,8
12/2/13,44,16,0,0,0,8,8,8,0,8
12/3/13,39,18,0.14,M,M,8,8,8,,
12/4/13,38,34,0.05,M,M,8,8,8,,
12/5/13,49,17,0.03,M,M,8,8,8,,
12/6/13,22,5,0,M,M,8,8,8,,
12/7/13,17,-1,0,0,0,8,8,8,0,8
12/8/13,15,4,0,0,0,8,8,8,0,8
12/9/13,16,-2,0.14,4,4,8,8,8,0,8
12/10/13,14,-7,0,0,2,8,8,8,0,8
12/11/13,16,3,0.02,T,2,8,8,8,0,8
12/12/13,17,-9,0,0,2,8,8,8,0,8
12/13/13,21,-6,0,0,2,8,8,8,0,8
12/14/13,M,M,M,M,M,,,,,
12/15/13,M,M,M,M,M,,,,,
12/16/13,M,M,M,M,M,,,,,
12/17/13,M,M,M,M,M,,,,,
12/18/13,M,M,M,M,M,,,,,
12/19/13,M,M,M,M,M,,,,,
12/20/13,M,M,M,M,M,,,,,
12/21/13,35,M,T,T,3,8,8,8,0,8
12/22/13,26,23,0.34,5,7,8,8,8,0,8
12/23/13,24,8,0.04,0.5,6,8,8,8,0,8
12/24/13,9,-16,0,0,5,8,8,8,0,8
12/25/13,13,-12,0.1,2,7,8,8,8,0,8
12/26/13,22,-2,T,T,7,8,8,8,0,8
12/27/13,26,-1,0,0,5,8,8,8,0,8
12/28/13,36,10,0,0,5,8,8,8,0,8
12/29/13,42,14,0,0,5,8,8,8,0,8
12/30/13,20,-16,0,0,5,8,8,8,0,8
12/31/13,15,-16,0.02,T,5,8,8,8,0,8
1/1/14,4,-6,0.08,2,6,8,8,8,0,8
1/2/14,9,0,0,0,6,8,8,8,0,8
1/3/14,11,-21,0,0,6,8,8,8,0,8
1/4/14,29,-16,0,0,6,8,8,8,0,8
1/5/14,32,M,0,0,6,8,8,8,0,8
1/6/14,28,-18,0,0,6,8,8,8,0,8
1/7/14,-12,-21,0,0,6,8,8,8,0,8
1/8/14,2,-20,0,0,6,8,8,8,0,8
1/9/14,9,-25,0,0,6,8,8,8,0,8
1/10/14,27,-19,0,0,6,8,8,8,0,8
1/11/14,M,M,M,M,M,,,,,
1/12/14,M,M,M,M,M,,,,,
1/13/14,41,25,0,0,4,8,8,8,0,8
1/14/14,40,21,0,0,3,8,8,8,0,8
1/15/14,32,7,0.12,2,5,8,8,8,0,8
1/16/14,25,8,T,T,5,8,8,8,0,8
1/17/14,32,9,0.02,0.2,5,8,8,8,0,8
1/18/14,32,0,T,T,5,8,8,8,0,8
1/19/14,25,M,0.07,2,7,8,8,8,0,8
1/20/14,34,25,0,0,7,8,8,8,0,8
1/21/14,30,-6,0.02,0.2,7,8,8,8,0,8
1/22/14,5,-8,0,0,7,8,8,8,0,8
1/23/14,10,-6,0.02,0.2,7,8,8,8,0,8
1/24/14,7,-13,0,0,7,8,8,8,0,8
1/25/14,32,7,0.02,0.2,7,8,8,8,0,8
1/26/14,23,9,0.18,3,10,8,8,8,0,8
1/27/14,22,-9,0,0,8,8,8,8,0,8
1/28/14,-5,-20,0,0,8,8,8,8,0,8
1/29/14,2,-18,0,0,8,8,8,8,0,8
1/30/14,26,-13,0,0,8,8,8,8,0,8
1/31/14,30,0,0.04,1,8,8,8,8,0,8
2/1/14,11,-6,0.13,1,8,8,8,8,0,8
2/2/14,20,-14,0,0,8,8,8,8,0,8
2/3/14,16,-22,0,0,8,8,8,8,0,8
2/4/14,19,-24,0,0,8,8,8,8,0,8
2/5/14,19,-24,0.03,0.2,8,8,8,8,0,8
2/6/14,16,-13,0,0,8,8,8,8,0,8
2/7/14,5,-13,0,0,8,8,8,8,0,8
2/8/14,12,-19,0,0,M,8,8,8,0,8
2/9/14,14,-16,0,M,M,8,8,8,0,8
2/10/14,16,-20,0,0,10,8,8,8,0,8
2/11/14,9,-24,0,0,10,8,8,8,0,8
2/12/14,12,-24,0,0,10,8,8,8,0,8
2/13/14,19,-5,0.04,0.5,10,8,8,8,0,8
2/14/14,30,-5,0.04,1.5,11,8,8,8,0,8
2/15/14,20,-15,0,0,11,8,8,8,0,8
2/16/14,20,5,0.03,T,11,8,8,8,0,8
2/17/14,25,13,0.01,T,11,8,8,8,0,8
2/18/14,25,3,0.2,4.5,14,8,8,8,0,8
2/19/14,44,2,0,0,13,8,8,8,0,8
2/20/14,43,23,0.06,0,11,8,8,8,0,8
2/21/14,40,20,0.35,0,9,8,8,8,0,8
2/22/14,25,12,0,0,10,8,8,8,0,8
2/23/14,26,3,0,0,10,8,8,8,0,8
2/24/14,22,0,0,0,10,8,8,8,0,8
2/25/14,22,1,T,T,10,8,8,8,0,8
2/26/14,13,-10,0,0,10,8,8,8,0,8
2/27/14,16,-10,T,T,10,8,8,8,0,8
2/28/14,5,-15,0,0,10,8,8,8,0,8
3/1/14,20,-14,0.03,T,10,8,8,8,0,8
3/2/14,10,-5,0.04,T,10,8,8,8,0,8
3/3/14,5,-16,0,0,10,8,8,8,0,8
3/4/14,15,-17,0.1,2,11,8,8,8,0,8
3/5/14,21,10,0.13,2.5,13,8,8,8,0,8
3/6/14,21,-10,0,0,13,8,8,8,0,8
3/7/14,27,-11,0,0,12,8,8,8,0,8
3/8/14,40,15,0,0,10,8,8,8,0,8
3/9/14,32,11,0,0,9,8,8,8,0,8
3/10/14,40,13,0,0,7,8,8,8,0,8
3/11/14,53,29,0,0,5,8,8,8,0,8
3/12/14,44,29,0.03,T,4,8,8,8,0,8
3/13/14,30,11,0.01,0.2,4,8,8,8,0,8
3/14/14,43,10,0,0,3,8,8,8,0,8
3/15/14,48,25,0,0,2,8,8,8,0,8
3/16/14,36,10,0,0,2,8,8,8,0,8
3/17/14,24,13,0,0,0,8,8,8,0,8
3/18/14,37,15,0,0,0,8,8,8,0,8
3/19/14,46,26,0.11,0,0,8,8,8,0,8
3/20/14,37,25,0,0,0,8,8,8,0,8
3/21/14,43,22,0,0,0,8,8,8,0,8
3/22/14,52,22,0,0,0,8,8,8,0,8
3/23/14,33,14,0,0,0,8,8,8,0,8
3/24/14,28,13,0,0,0,8,8,8,0,8
3/25/14,36,13,0.06,0.5,T,8,8,8,0,8
3/26/14,24,9,0,0,0,8,8,8,0,8
3/27/14,40,9,0,0,0,8,8,8,0,8
3/28/14,44,35,0.71,0,0,8,8,8,0,8
3/29/14,44,30,0.01,0,0,8,8,8,0,8
3/30/14,47,27,0,0,0,8,8,8,0,8
3/31/14,59,44,0,0,0,8,8,8,0,8
4/1/14,66,26,0,0,0,8,8,8,0,8
4/2/14,44,21,0,0,0,8,8,8,0,8
4/3/14,50,21,0,0,0,8,8,8,0,8
4/4/14,39,32,0.1,0,0,8,8,8,0,8
4/5/14,38,24,0,0,0,8,8,8,0,8
4/6/14,55,24,0,0,0,8,8,8,0,8
4/7/14,60,39,0,0,0,8,8,8,0,8
4/8/14,62,33,0.12,0,0,8,8,8,0,8
4/9/14,59,25,0,0,0,8,8,8,0,8
4/10/14,63,25,0.05,0,0,8,8,8,0,8
4/11/14,64,32,0,0,0,8,8,8,0,8
4/12/14,69,45,0.02,0,0,8,8,8,0,8
4/13/14,58,44,2.22,0,0,8,8,8,0,8
4/14/14,50,31,2.6,1,1,8,8,8,0,8
4/15/14,33,20,0,0,0,8,8,8,0,8
4/16/14,37,23,0,0,0,8,8,8,0,8
4/17/14,52,31,T,0,0,8,8,8,0,8
4/18/14,55,26,0,0,0,8,8,8,0,8
4/19/14,56,32,0,0,0,8,8,8,0,8
4/20/14,68,34,T,0,0,8,8,8,0,8
4/21/14,73,51,0.05,0,0,8,8,8,0,8
4/22/14,71,38,0,0,0,8,8,8,0,8
4/23/14,59,29,0,0,0,8,8,8,0,8
4/24/14,55,35,0.22,0,0,8,8,8,0,8
4/25/14,54,38,0.67,0,0,8,8,8,0,8
4/26/14,66,37,0,0,0,8,8,8,0,8
4/27/14,55,40,0.25,0,0,8,8,8,0,8
4/28/14,50,42,0.22,0,0,8,8,8,0,8
4/29/14,47,40,0.82,0,0,8,8,8,0,8
4/30/14,47,40,0.21,0,0,8,8,8,0,8
